Lon,Lat,Region,Year,BarySL,GIA_Field_KS,IBAint,SDSL,SL_multi,Reconstruction
-70.375,42.875,4,2002,-0.009876502118938214,-0.020935853925197367,-0.007633343858032332,0.03500675842494823,0.01749691244797766,-0.0034389414772196883
-70.375,42.875,4,2003,-0.006974087392083708,-0.01983396687650263,0.0017569350579833985,0.03469654468969239,0.029479392355592014,0.009645425479089448
-70.375,42.875,4,2004,-0.006772181644272632,-0.01873207982780789,-0.01079524214904787,0.04307101455550473,0.025503590762184322,0.006771510934376342
-70.375,42.875,4,2005,-0.005471764783735206,-0.017630192779113596,0.006182305448608357,0.054604188887148006,0.05531472955202118,0.03768453677290756
-70.375,42.875,4,2006,-0.00573948361026484,-0.016528305730418857,0.009827225770873978,0.06687440872815065,0.0709621508887597,0.05443384515834093
-70.375,42.875,4,2007,-0.008335915495676876,-0.015426418681724119,-0.004772678584594621,0.0418668101577017,0.028758216077430284,0.013331797395706089
-70.375,42.875,4,2008,-0.0038007792123117027,-0.014324531633029824,-0.00838849485412576,0.057094986366845145,0.044905712300407706,0.030581180667377857
-70.375,42.875,4,2009,-9.658509781406507e-4,-0.013222644584335086,6.683787200928324e-4,0.06127512722581713,0.06097765496776933,0.04775501038343422
-70.375,42.875,4,2010,-0.0019610337397212474,-0.012120757535640347,0.03709499493103016,0.08145591299385666,0.11658987418516573,0.10446911664952523
-70.375,42.875,4,2011,-0.0023172205505701295,-0.011018870486946053,0.005908201132202176,0.09526314874835169,0.09885412932998357,0.08783525884303768
-70.375,42.875,4,2012,-0.0014975532498581524,-0.009916983438251314,0.003640675643920802,0.07750968879612795,0.07965281119019045,0.06973582775193929
-70.375,42.875,4,2013,0.0010233117471431946,-0.008815096389556576,-0.0034546333502197242,0.071227686551333,0.06879636494825604,0.059981268558699896
-70.375,42.875,4,2014,0.0012978781369532824,-0.0077132093408622815,-0.008455171065063521,0.07094166428094495,0.06378437135283455,0.05607116201197243
-70.375,42.875,4,2015,0.006754213927825719,-0.006611322292167543,-0.015468162949828983,0.06268158170961084,0.05396763268760748,0.047356310395440034
-70.375,42.875,4,2016,0.008018175353093562,-0.0055094352434728044,-0.0014902363966941845,0.0661421855100435,0.07267012446644275,0.06716068922297007
-70.375,42.875,4,2017,0.008453351081961274,-0.004407548194778066,-8.825944243431101e-4,0.07069863019239737,0.07826938685001561,0.07386183865523747
-70.375,42.875,4,2018,0.0090223351439448745,-0.0033056611460837715,-0.013494832134914399,0.07848098017399245,0.074008483183023,0.07070282203693916
-70.375,42.875,4,2019,0.013580312771228335,-0.002203774097389033,-0.005943776292324069,0.07806101665720282,0.0856975531361069,0.08349377903871805
-70.375,42.875,4,2020,0.010704827660831164,-0.0011018870486942944,-0.006075075947475435,0.08428540904563034,0.0889151607589859,0.08781327371029177
-70.375,42.875,4,2021,0.013123049154622346,0,-0.0018658643721580512,0.09542701452887002,0.10668419931133451,0.10668419931133431
