Process,Lon,Lat,Year,m_se
GIA,-70.375,42.875,1952,4.0695149405622926e-4
GIA,-70.375,42.875,1953,4.0695149405622926e-4
GIA,-70.375,42.875,1954,4.0695149405622926e-4
GIA,-70.375,42.875,1955,4.0695149405622926e-4
GIA,-70.375,42.875,1956,4.0695149405622926e-4
GIA,-70.375,42.875,1957,4.0695149405622926e-4
GIA,-70.375,42.875,1958,4.0695149405622926e-4
GIA,-70.375,42.875,1959,4.0695149405622926e-4
GIA,-70.375,42.875,1960,4.0695149405622926e-4
GIA,-70.375,42.875,1961,4.0695149405622926e-4
GIA,-70.375,42.875,1962,4.0695149405622926e-4
GIA,-70.375,42.875,1963,4.0695149405622926e-4
GIA,-70.375,42.875,1964,4.0695149405622926e-4
GIA,-70.375,42.875,1965,4.0695149405622926e-4
GIA,-70.375,42.875,1966,4.0695149405622926e-4
GIA,-70.375,42.875,1967,4.0695149405622926e-4
GIA,-70.375,42.875,1968,4.0695149405622926e-4
GIA,-70.375,42.875,1969,4.0695149405622926e-4
GIA,-70.375,42.875,1970,4.0695149405622926e-4
GIA,-70.375,42.875,1971,4.0695149405622926e-4
GIA,-70.375,42.875,1972,4.0695149405622926e-4
GIA,-70.375,42.875,1973,4.0695149405622926e-4
GIA,-70.375,42.875,1974,4.0695149405622926e-4
GIA,-70.375,42.875,1975,4.0695149405622926e-4
GIA,-70.375,42.875,1976,4.0695149405622926e-4
GIA,-70.375,42.875,1977,4.0695149405622926e-4
GIA,-70.375,42.875,1978,4.0695149405622926e-4
GIA,-70.375,42.875,1979,4.0695149405622926e-4
GIA,-70.375,42.875,1980,4.0695149405622926e-4
GIA,-70.375,42.875,1981,4.0695149405622926e-4
GIA,-70.375,42.875,1982,4.0695149405622926e-4
GIA,-70.375,42.875,1983,4.0695149405622926e-4
GIA,-70.375,42.875,1984,4.0695149405622926e-4
GIA,-70.375,42.875,1985,4.0695149405622926e-4
GIA,-70.375,42.875,1986,4.0695149405622926e-4
GIA,-70.375,42.875,1987,4.0695149405622926e-4
GIA,-70.375,42.875,1988,4.0695149405622926e-4
GIA,-70.375,42.875,1989,4.0695149405622926e-4
GIA,-70.375,42.875,1990,4.0695149405622926e-4
GIA,-70.375,42.875,1991,4.0695149405622926e-4
GIA,-70.375,42.875,1992,4.0695149405622926e-4
GIA,-70.375,42.875,1993,4.0695149405622926e-4
GIA,-70.375,42.875,1994,4.0695149405622926e-4
GIA,-70.375,42.875,1995,4.0695149405622926e-4
GIA,-70.375,42.875,1996,4.0695149405622926e-4
GIA,-70.375,42.875,1997,4.0695149405622926e-4
GIA,-70.375,42.875,1998,4.0695149405622926e-4
GIA,-70.375,42.875,1999,4.0695149405622926e-4
GIA,-70.375,42.875,2000,4.0695149405622926e-4
GIA,-70.375,42.875,2001,4.0695149405622926e-4
GIA,-70.375,42.875,2002,4.0695149405622926e-4
GIA,-70.375,42.875,2003,4.0695149405622926e-4
GIA,-70.375,42.875,2004,4.0695149405622926e-4
GIA,-70.375,42.875,2005,4.0695149405622926e-4
GIA,-70.375,42.875,2006,4.0695149405622926e-4
GIA,-70.375,42.875,2007,4.0695149405622926e-4
GIA,-70.375,42.875,2008,4.0695149405622926e-4
GIA,-70.375,42.875,2009,4.0695149405622926e-4
GIA,-70.375,42.875,2010,4.0695149405622926e-4
GIA,-70.375,42.875,2011,4.0695149405622926e-4
GIA,-70.375,42.875,2012,4.0695149405622926e-4
GIA,-70.375,42.875,2013,4.0695149405622926e-4
GIA,-70.375,42.875,2014,4.0695149405622926e-4
GIA,-70.375,42.875,2015,4.0695149405622926e-4
GIA,-70.375,42.875,2016,4.0695149405622926e-4
GIA,-70.375,42.875,2017,4.0695149405622926e-4
GIA,-70.375,42.875,2018,4.0695149405622926e-4
GIA,-70.375,42.875,2019,4.0695149405622926e-4
GIA,-70.375,42.875,2020,4.0695149405622926e-4
GIA,-70.375,42.875,2021,4.0695149405622926e-4
