CCAR's Altimetry Explorer
https://ccar.colorado.edu/altimetry/
ALTIMETRY INFORMATION
lat,-14.25
lon,-170.75
Source,JPL SSHA Grids v1812

TIDEGAUGE INFORMATION
lat,-14.282999992370605
lon,189.31700134277344
code,56
location,Pago Pago
Source,UHSLC FD + RQ data


Altimetry,,,Tide Gauge
time,sla (cm),,time,sla (cm)
1997.6803559206023,-0.6236858915068217,,1997.6803559206023,-6.984318742511258
1997.694045174538,-0.7484133771699525,,1997.694045174538,-7.107762331024455
1997.7077344284737,-0.9001154219996338,,1997.7077344284737,-7.006882108902346
1997.7214236824093,-0.896436336055027,,1997.7214236824093,-7.197116282025882
1997.7351129363449,-0.7306345349807029,,1997.7351129363449,-7.063283387444364
1997.7488021902807,-0.4716215813774494,,1997.7488021902807,-6.636494966158542
1997.7624914442163,-0.16222573882234242,,1997.7624914442163,-6.417218840299821
1997.7761806981518,0.02000551697211802,,1997.7761806981518,-6.6983395775520576
1997.7898699520877,0.0005521939863325412,,1997.7898699520877,-6.9805243405579125
1997.8035592060232,-0.057657625858871915,,1997.8035592060232,-7.202971611189862
1997.817248459959,-0.14027640571741515,,1997.817248459959,-7.228004939492939
1997.8309377138946,-0.3328251488671976,,1997.8309377138946,-7.433358508942178
1997.8446269678302,-0.6329038603289655,,1997.8446269678302,-7.542924394211297
1997.858316221766,-1.102950129892182,,1997.858316221766,-7.8575006070533
1997.8720054757016,-1.7099695018713998,,1997.8720054757016,-8.5547713036118
1997.8856947296372,-2.268777979007472,,1997.8856947296372,-9.258519709601494
1997.899383983573,-2.9114762372030665,,1997.899383983573,-9.646305025157748
1997.9130732375086,-3.571920804237627,,1997.9130732375086,-10.257142185305826
1997.9267624914442,-4.252757710413286,,1997.9267624914442,-10.837646338830805
1997.94045174538,-4.871744411377515,,1997.94045174538,-11.349719193619055
1997.9541409993155,-5.500945019414871,,1997.9541409993155,-11.985931194032581
1997.9678302532511,-6.231409650718401,,1997.9678302532511,-12.784907233338581
1997.981519507187,-7.430951474356615,,1997.981519507187,-13.631331187968161
1997.9952087611225,-9.030484427765982,,1997.9952087611225,-14.88672291673246
1998.008898015058,-10.635309516173388,,1998.008898015058,-16.53560280790668
1998.022587268994,-12.017758200593876,,1998.022587268994,-18.52396656016226
1998.0362765229295,-13.143196254306797,,1998.0362765229295,-20.097762036953796
1998.049965776865,-14.222000633999091,,1998.049965776865,-21.310598432751572
1998.0636550308009,-15.52728928302581,,1998.0636550308009,-22.88530255839269
1998.0773442847365,-16.938436260668166,,1998.0773442847365,-24.50624471626118
1998.091033538672,-18.45509779300132,,1998.091033538672,-26.034741241008874
1998.1047227926078,-19.989804237036257,,1998.1047227926078,-27.985994636091185
1998.1184120465434,-21.710822010031524,,1998.1184120465434,-29.713724571030646
1998.1321013004792,-23.461520075776598,,1998.1321013004792,-30.971719972076244
1998.1457905544148,-25.045983009567887,,1998.1457905544148,-32.221542500003885
1998.1594798083504,-26.046847578291402,,1998.1594798083504,-33.278688707533746
1998.1731690622862,-26.44890873935193,,1998.1731690622862,-34.227979795277335
1998.1868583162218,-26.573596789038252,,1998.1868583162218,-34.43125567510697
1998.2005475701574,-26.72463603623184,,1998.2005475701574,-34.28891169275924
1998.2142368240932,-27.016356163150434,,1998.2142368240932,-34.324508777299954
1998.2279260780288,-27.293881549704484,,1998.2279260780288,-34.36168789364099
1998.2416153319643,-27.367155846368505,,1998.2416153319643,-34.27031208774894
1998.2553045859001,-27.358219176654725,,1998.2553045859001,-34.558759513972795
1998.2689938398357,-27.306633718470728,,1998.2689938398357,-35.12006015551466
1998.2826830937713,-27.32463161919731,,1998.2826830937713,-35.23956902820759
1998.2963723477071,-27.27517475577675,,1998.2963723477071,-35.08725333821772
1998.3100616016427,-27.116964144894382,,1998.3100616016427,-35.171517267160084
1998.3237508555783,-26.874484310569965,,1998.3237508555783,-35.17764193575907
1998.337440109514,-26.58999415938922,,1998.337440109514,-35.18314887938236
1998.3511293634497,-26.335724574446626,,1998.3511293634497,-34.90393382433046
1998.3648186173853,-26.12788676136646,,1998.3648186173853,-34.59424829818157
1998.378507871321,-25.914613863655266,,1998.378507871321,-34.51591425684164
1998.3921971252566,-25.596983770581417,,1998.3921971252566,-34.06907992798933
1998.4058863791922,-25.154202916800802,,1998.4058863791922,-33.86913268782316
1998.419575633128,-24.726498984423245,,1998.419575633128,-33.78515393066364
1998.4332648870636,-24.377470962370168,,1998.4332648870636,-33.2322238692823
1998.4469541409994,-24.131804602528703,,1998.4469541409994,-32.894499482234046
1998.460643394935,-23.867310882576525,,1998.460643394935,-32.448296406051824
1998.4743326488706,-23.520276735923304,,1998.4743326488706,-32.27748238123485
1998.4880219028064,-23.110105668979102,,1998.4880219028064,-31.865797443257517
1998.501711156742,-22.708179117224194,,1998.501711156742,-31.60456209887184
1998.5154004106776,-22.55190186306149,,1998.5154004106776,-31.315773092993314
1998.5290896646134,-22.62057434403107,,1998.5290896646134,-31.105970901429973
1998.542778918549,-22.74495243395814,,1998.542778918549,-31.089339935986615
1998.5564681724845,-22.854373031437433,,1998.5564681724845,-31.03388700777219
1998.5701574264203,-22.926408401200106,,1998.5701574264203,-31.323005094273675
1998.583846680356,-23.0134945675837,,1998.583846680356,-31.417037127841805
1998.5975359342915,-22.981936670848146,,1998.5975359342915,-31.007146829797293
1998.6112251882273,-22.74226311896585,,1998.6112251882273,-30.72303440160211
1998.624914442163,-22.407293563556983,,1998.624914442163,-30.23295799807855
1998.6386036960985,-22.06177293244606,,1998.6386036960985,-29.997598884893094
1998.6522929500343,-21.869345822557428,,1998.6522929500343,-29.716231329561694
1998.6659822039699,-21.833681368122843,,1998.6659822039699,-29.43442759002966
1998.6796714579054,-21.851537373015397,,1998.6796714579054,-29.005605383437725
1998.6933607118413,-21.906190420926276,,1998.6933607118413,-29.014109937216446
1998.7070499657768,-21.874633280096784,,1998.7070499657768,-28.875215142110598
1998.7207392197124,-21.74343460533078,,1998.7207392197124,-28.70435151584235
1998.7344284736482,-21.45467378791439,,1998.7344284736482,-28.532484182063964
1998.7481177275838,-21.063160461649467,,1998.7481177275838,-27.944564176475176
1998.7618069815196,-20.65269371953676,,1998.7618069815196,-27.19489956890333
1998.7754962354552,-20.362472084324608,,1998.7754962354552,-26.65329298001363
1998.7891854893908,-20.17956738817244,,1998.7891854893908,-26.005022917679852
1998.8028747433266,-19.92224896479019,,1998.8028747433266,-25.404669497137466
1998.8165639972622,-19.576691286423856,,1998.8165639972622,-24.73763130830488
1998.8302532511977,-19.041225637274653,,1998.8302532511977,-23.789334067190232
1998.8439425051336,-18.36428018862453,,1998.8439425051336,-23.02982400457376
1998.8576317590691,-17.662032906880935,,1998.8576317590691,-22.582977396274508
1998.8713210130047,-16.80267619194843,,1998.8713210130047,-21.734172994863886
1998.8850102669405,-15.820498682730536,,1998.8850102669405,-20.753350998969474
1998.898699520876,-14.757671141132725,,1998.898699520876,-19.56422828705815
1998.9123887748117,-13.783981772912908,,1998.9123887748117,-18.336593411246053
1998.9260780287475,-13.01976336304616,,1998.9260780287475,-17.455527834048766
1998.939767282683,-12.324512030156383,,1998.939767282683,-16.644476715129162
1998.9534565366187,-11.44843945324549,,1998.9534565366187,-15.819092449753432
1998.9671457905545,-10.316066181297726,,1998.9671457905545,-15.179543282820676
1998.98083504449,-9.056273445554943,,1998.98083504449,-14.125902290614318
1998.9945242984256,-7.828664701457621,,1998.9945242984256,-13.04277037853378
1999.0082135523614,-6.7034139023346615,,1999.0082135523614,-11.81467145937311
1999.021902806297,-5.528879989734367,,1999.021902806297,-10.687604040783636
1999.0355920602328,-4.168013471377692,,1999.0355920602328,-9.538287218906353
1999.0492813141684,-2.7994186077109897,,1999.0492813141684,-8.066485165484005
1999.062970568104,-1.7114595402718016,,1999.062970568104,-6.933486456103134
1999.0766598220398,-0.9635833809036259,,1999.0766598220398,-6.246737634362878
1999.0903490759754,-0.29284578228431724,,1999.0903490759754,-5.390630395447607
1999.104038329911,0.6014623093733783,,1999.104038329911,-4.472672549281743
1999.1177275838468,1.626622221526912,,1999.1177275838468,-3.4311960264022687
1999.1314168377824,2.5650266684123872,,1999.1314168377824,-2.3815244642728306
1999.145106091718,3.2781726619844602,,1999.145106091718,-1.22367681821365
1999.1587953456537,3.8608148055603673,,1999.1587953456537,-0.4039142853275789
1999.1724845995893,4.410899369441985,,1999.1724845995893,0.29294669816345276
1999.186173853525,4.9021141316448436,,1999.186173853525,0.34353252850245397
1999.1998631074607,5.1130723828773705,,1999.1998631074607,0.5474524591962241
1999.2135523613963,4.967076722503052,,1999.2135523613963,0.8196113553065956
1999.2272416153319,4.671226661361661,,1999.2272416153319,0.5594489218165726
1999.2409308692677,4.666037801326543,,1999.2409308692677,0.2817205831418346
1999.2546201232033,5.025952596024837,,1999.2546201232033,0.393435090699307
1999.2683093771388,5.4791177275857645,,1999.2683093771388,0.3861792287170509
1999.2819986310747,5.758394685581424,,1999.2819986310747,0.2592137548393541
1999.2956878850102,5.86652622579626,,1999.2956878850102,0.1502631077969616
1999.3093771389458,5.79109545014389,,1999.3093771389458,0.058613672236421784
1999.3230663928816,5.657758151896525,,1999.3230663928816,-0.4317877185123884
1999.3367556468172,5.4816423477457095,,1999.3367556468172,-0.7753895287062206
1999.350444900753,5.4283131426563775,,1999.350444900753,-0.80347692051216
1999.3641341546886,5.452978362271888,,1999.3641341546886,-0.6010763433644335
1999.3778234086242,5.5675472969961755,,1999.3778234086242,-0.4377084975663004
1999.39151266256,5.746934932260467,,1999.39151266256,-0.35199018289034273
1999.4052019164956,5.820398540853428,,1999.4052019164956,-0.4439316223994406
1999.4188911704312,5.675037441683021,,1999.4188911704312,-0.428775764179942
1999.432580424367,5.2915089441658845,,1999.432580424367,-0.4600721193798758
1999.4462696783025,4.824811425293844,,1999.4462696783025,-0.4373698967340134
1999.4599589322381,4.327525785932487,,1999.4599589322381,-0.41391508318260656
1999.473648186174,3.6865306898463004,,1999.473648186174,-0.727428315864283
1999.4873374401095,3.0166325252790336,,1999.4873374401095,-1.4616556651903037
1999.501026694045,2.2854917380076696,,1999.501026694045,-2.2002304974179725
1999.514715947981,1.5149097037037895,,1999.514715947981,-3.1189998727515893
1999.5284052019165,0.711200398061303,,1999.5284052019165,-4.09373807973595
1999.542094455852,-0.06545604514146196,,1999.542094455852,-5.1463236803224905
1999.5557837097879,-0.6938692744231667,,1999.5557837097879,-6.106302536916751
1999.5694729637235,-1.2449397354446132,,1999.5694729637235,-6.441682330013207
1999.583162217659,-1.6579048936887484,,1999.583162217659,-6.366650207700141
1999.5968514715948,-2.0407575108428055,,1999.5968514715948,-6.380059052381757
1999.6105407255304,-2.405747536789488,,1999.6105407255304,-6.296220174813205
1999.624229979466,-2.822170245644205,,1999.624229979466,-6.444924896634419
1999.6379192334018,-3.183292536799553,,1999.6379192334018,-6.9176175359023295
1999.6516084873374,-3.300124743827338,,1999.6516084873374,-7.013565456407714
1999.6652977412732,-3.3071632502672403,,1999.6652977412732,-7.0244873095652824
1999.6789869952088,-3.249591815141443,,1999.6789869952088,-6.903793000330619
1999.6926762491444,-3.205352230941963,,1999.6926762491444,-6.628127473919083
1999.7063655030802,-3.2485601360894742,,1999.7063655030802,-6.543525914278709
1999.7200547570158,-3.2595018801691706,,1999.7200547570158,-6.273103442025081
1999.7337440109513,-3.28478484564237,,1999.7337440109513,-6.07858712637805
1999.7474332648871,-3.279020825700985,,1999.7474332648871,-6.383382848529814
1999.7611225188227,-3.207211448124175,,1999.7611225188227,-6.826408115844601
1999.7748117727583,-3.1364902466671536,,1999.7748117727583,-7.369768170576759
1999.7885010266941,-3.0921067491495515,,1999.7885010266941,-7.960275891542853
1999.8021902806297,-3.075506923798499,,1999.8021902806297,-8.375585280915242
1999.8158795345653,-3.2180614389292512,,1999.8158795345653,-8.347246836133403
1999.829568788501,-3.4445717626752494,,1999.829568788501,-8.68376236600086
1999.8432580424367,-3.568680661804726,,1999.8432580424367,-8.739793742642075
1999.8569472963723,-3.5653171355403774,,1999.8569472963723,-8.63921853305859
1999.870636550308,-3.3841582666683885,,1999.870636550308,-8.513571579723216
1999.8843258042436,-3.103178394778012,,1999.8843258042436,-8.27125770755816
1999.8980150581792,-2.842719549757408,,1999.8980150581792,-8.035997595393068
1999.911704312115,-2.5797134397377635,,1999.911704312115,-7.769891850094227
1999.9253935660506,-2.4305224403470067,,1999.9253935660506,-7.758026694079321
1999.9390828199862,-2.4858403773802613,,1999.9390828199862,-7.685390732245905
1999.952772073922,-2.5140919566074214,,1999.952772073922,-7.275333697703354
1999.9664613278576,-2.410556227695067,,1999.9664613278576,-6.981874890247571
1999.9801505817934,-2.0966070170396502,,1999.9801505817934,-6.935861220493678
1999.993839835729,-1.534480762963067,,1999.993839835729,-6.98343620537886
2000.0075290896646,-0.993709516502472,,2000.0075290896646,-6.962973468973906
2000.0212183436004,-0.6005161298008693,,2000.0212183436004,-6.935858981465856
2000.034907597536,-0.41273278436115485,,2000.034907597536,-6.801890806096879
2000.0485968514715,-0.41438118260389234,,2000.0485968514715,-6.830065059559814
2000.0622861054073,-0.463203492215022,,2000.0622861054073,-6.720132127768187
2000.075975359343,-0.42915815096422283,,2000.075975359343,-6.733384071314566
2000.0896646132785,-0.29851982979535036,,2000.0896646132785,-6.661903373445396
2000.1033538672143,0.08867087763835002,,2000.1033538672143,-6.297810882219758
2000.11704312115,0.6311099109275607,,2000.11704312115,-5.956358515947126
2000.1307323750855,1.1924346382385496,,2000.1307323750855,-5.491327728571246
2000.1444216290213,1.7441281692439792,,2000.1444216290213,-5.041194791178679
2000.1581108829569,2.34118599421292,,2000.1581108829569,-4.506062481640192
2000.1718001368924,3.029336983286957,,2000.1718001368924,-3.747665553556295
2000.1854893908283,3.769540441676885,,2000.1854893908283,-2.9662959140465834
2000.1991786447638,4.383258330471478,,2000.1991786447638,-2.5469550823001086
2000.2128678986994,4.863793452727805,,2000.2128678986994,-2.205503147167046
2000.2265571526352,5.328267017919482,,2000.2265571526352,-1.8501889353526926
2000.2402464065708,5.81332898664532,,2000.2402464065708,-1.6508692848799973
2000.2539356605066,6.201111584346895,,2000.2539356605066,-1.0774561882401659
2000.2676249144422,6.43093889688261,,2000.2676249144422,-0.79220758457907
2000.2813141683778,6.478126966396702,,2000.2813141683778,-0.5958622760741498
2000.2950034223136,6.4725218017124,,2000.2950034223136,-0.6430041256126284
2000.3086926762492,6.292425590224765,,2000.3086926762492,-1.0958868974342062
2000.3223819301847,5.8129719436595675,,2000.3223819301847,-1.5628742126185489
2000.3360711841206,4.951093138468148,,2000.3360711841206,-2.1291875676846073
2000.3497604380561,3.8031857547174757,,2000.3497604380561,-2.9415015143282397
2000.3634496919917,2.723907240408667,,2000.3634496919917,-3.6463866138344616
2000.3771389459275,2.0509663717306243,,2000.3771389459275,-4.159523815434261
2000.390828199863,1.7545866178371143,,2000.390828199863,-4.496460003461714
2000.4045174537987,1.5218115385412736,,2000.4045174537987,-4.703366692199888
2000.4182067077345,1.0762617939285932,,2000.4182067077345,-4.864725298835098
2000.43189596167,0.5451064178924856,,2000.43189596167,-5.257170019567184
2000.4455852156057,0.07655078389417017,,2000.4455852156057,-5.6417961514131605
2000.4592744695415,-0.2987782301688063,,2000.4592744695415,-6.018010822593615
2000.472963723477,-0.6232307929347277,,2000.472963723477,-5.969695290059262
2000.4866529774126,-0.8871771204011828,,2000.4866529774126,-6.326755544665271
2000.5003422313484,-1.090634358557342,,2000.5003422313484,-6.588214782114978
2000.514031485284,-1.26773987174505,,2000.514031485284,-6.637616584928845
2000.5277207392196,-1.512755293978136,,2000.5277207392196,-6.796892189435128
2000.5414099931554,-1.9614210068486126,,2000.5414099931554,-7.1186912923571875
2000.555099247091,-2.5838149251092974,,2000.555099247091,-7.217175793830273
2000.5687885010268,-3.217378617597383,,2000.5687885010268,-7.660352756234956
2000.5824777549624,-3.808287431733756,,2000.5824777549624,-7.85898305190945
2000.596167008898,-4.22130474679891,,2000.596167008898,-8.22164822330613
2000.6098562628338,-4.488863491577499,,2000.6098562628338,-8.717166237138377
2000.6235455167694,-4.687776036377366,,2000.6235455167694,-9.033977683294866
2000.637234770705,-4.830142150171347,,2000.637234770705,-9.342417688330816
2000.6509240246407,-4.992087558041236,,2000.6509240246407,-10.15321664609933
2000.6646132785763,-5.241134128757211,,2001.0889801505818,0.6655756874893477
2000.678302532512,-5.575715844773542,,2001.1026694045174,0.7785716748764533
2000.6919917864477,-5.858165097240934,,2001.116358658453,0.7937986988745442
2000.7056810403833,-5.937944480035212,,2001.1300479123888,0.6105636216602195
2000.7193702943189,-5.79979491829212,,2001.1437371663244,0.6192758922007351
2000.7330595482547,-5.557202341145139,,2001.15742642026,0.6468136055562327
2000.7467488021903,-5.365153341987478,,2001.1711156741958,0.6732604154123633
2000.7604380561258,-5.12515660288581,,2001.1848049281314,0.9161821285069993
2000.7741273100617,-4.759237583204079,,2001.1984941820672,0.9432503632011161
2000.7878165639972,-4.303981069380454,,2001.2121834360028,0.6386093282773317
2000.8015058179328,-3.9571435439072022,,2001.2258726899383,0.8401678479908039
2000.8151950718686,-3.8877162967472954,,2001.2395619438742,1.1703799348736603
2000.8288843258042,-3.9299056846793117,,2001.2532511978097,1.090105202568301
2000.8425735797398,-3.8182942709110623,,2001.2669404517453,1.0678564206077692
2000.8562628336756,-3.378646767438482,,2001.2806297056811,0.9567414320069123
2000.8699520876112,-2.802828108204248,,2001.2943189596167,1.0252527410587147
2000.883641341547,-2.294735286080238,,2001.3080082135523,1.0649811041129207
2000.8973305954826,-1.9555420204076748,,2001.321697467488,1.0290986526896952
2000.9110198494182,-1.7083128748601863,,2001.3353867214237,1.1016109086480939
2000.924709103354,-1.4543283637517692,,2001.3490759753593,0.9896847465737939
2000.9383983572895,-1.158502879021324,,2001.362765229295,0.5236670728769751
2000.9520876112251,-0.8338692404572454,,2001.3764544832306,0.10325518523830812
2000.965776865161,-0.46410159105166915,,2001.3901437371662,-0.21787401267036477
2000.9794661190965,0.08077290810859437,,2001.403832991102,-0.7474379240966833
2000.993155373032,0.8079694450280608,,2001.4175222450376,-1.4314641194089328
2001.006844626968,1.6256842979995425,,2001.4312114989732,-2.361979173731877
2001.0205338809035,2.368251753982695,,2001.444900752909,-2.9770090992057914
2001.034223134839,2.8367140375266615,,2001.4585900068446,-3.4990452634211797
2001.0479123887749,3.2829780849619374,,2001.4722792607804,-4.088898804329248
2001.0616016427105,3.8487759530031806,,2001.485968514716,-4.484174133717617
2001.075290896646,4.619977405843433,,2001.4996577686516,-5.060822784789064
2001.0889801505818,5.422652572644224,,2001.5133470225874,-5.787007992199943
2001.1026694045174,6.120757936644965,,2001.527036276523,-6.123125690281172
2001.116358658453,6.636073312541365,,2001.5407255304585,-6.060289079635254
2001.1300479123888,7.058781556431334,,2001.5544147843943,-6.2588146229708075
2001.1437371663244,7.381025261599946,,2001.56810403833,-6.371324212696924
2001.15742642026,7.5764849321553625,,2001.5817932922655,-6.465847460516665
2001.1711156741958,7.602620577950875,,2001.5954825462013,-6.318154209095582
2001.1848049281314,7.610077997941061,,2001.609171800137,-5.942547381035795
2001.1984941820672,7.665502595057128,,2001.6228610540725,-5.853423237341945
2001.2121834360028,7.925057459542928,,2001.6365503080083,-5.742213861487637
2001.2258726899383,8.245111950508198,,2001.6502395619439,-5.7543267530336575
2001.2395619438742,8.453937429401368,,2001.6639288158794,-5.88915803529872
2001.2532511978097,8.451241015722143,,2001.6776180698153,-6.077025106286856
2001.2669404517453,8.31108342511386,,2001.6913073237508,-6.3253262035719775
2001.2806297056811,8.1208355762307,,2001.7049965776864,-6.55700369373498
2001.2943189596167,7.955651855827541,,2001.7186858316222,-6.8182341628243615
2001.3080082135523,7.741866997689229,,2001.7323750855578,-6.870730034436861
2001.321697467488,7.414159734596449,,2001.7460643394934,-7.04557601159588
2001.3353867214237,6.926652743022303,,2001.7597535934292,-7.035523739880503
2001.3490759753593,6.473598795438432,,2001.7734428473648,-7.17189895005191
2001.362765229295,5.987264134386313,,2001.7871321013006,-7.263044648388255
2001.3764544832306,5.423179386699659,,2001.8008213552362,-7.594300910554133
2001.3901437371662,4.793079694963736,,2001.8145106091717,-7.881829575163631
2001.403832991102,4.035489248662845,,2001.8281998631076,-7.949515240264607
2001.4175222450376,3.217027475412631,,2001.8418891170431,-8.036635515859745
2001.4312114989732,2.448173187776677,,2001.8555783709787,-7.682455016462707
2001.444900752909,1.8211391406255484,,2001.8692676249145,-7.387743705223794
2001.4585900068446,1.4079244312701058,,2001.88295687885,-7.58398938771408
2001.4722792607804,1.0574224116160595,,2001.8966461327857,-7.971843323460803
2001.485968514716,0.6602299088669409,,2001.9103353867215,-8.336491694005465
2001.4996577686516,0.20919684516782192,,2001.924024640657,-8.678414809113722
2001.5133470225874,-0.19240670717184918,,2001.9377138945927,-9.22876506582607
2001.527036276523,-0.5612404762391294,,2001.9514031485285,-9.88013303199466
2001.5407255304585,-0.8489935637109552,,2001.965092402464,-10.26347091762204
2001.5544147843943,-1.0348432041890403,,2001.9787816563996,-10.332711819242924
2001.56810403833,-1.1850705200598228,,2001.9924709103354,-10.334007631860935
2001.5817932922655,-1.2831992292186216,,2002.006160164271,-10.374969961191072
2001.5954825462013,-1.2477212775561028,,2002.0198494182066,-10.293913662225098
2001.609171800137,-1.1395929244473502,,2002.0335386721424,-10.175256396533298
2001.6228610540725,-1.0930198370414188,,2002.047227926078,-9.764919842612285
2001.6365503080083,-1.2652483438740905,,2002.0609171800138,-9.362655066786433
2001.6502395619439,-1.5750336783087677,,2002.0746064339494,-8.745137606611026
2001.6639288158794,-1.918089086689083,,2002.088295687885,-8.073677804602315
2001.6776180698153,-2.199368378217714,,2002.1019849418208,-7.37885347323393
2001.6913073237508,-2.5008155995606263,,2002.1156741957564,-6.568218149271038
2001.7049965776864,-2.8143845078011953,,2002.129363449692,-5.787853621351331
2001.7186858316222,-3.1318283713621446,,2002.1430527036277,-5.430073934188337
2001.7323750855578,-3.3001295314501107,,2002.1567419575633,-4.879588145678692
2001.7460643394934,-3.3701003371850016,,2002.170431211499,-4.682736891212671
2001.7597535934292,-3.4037929620497542,,2002.1841204654347,-4.524417905445325
2001.7734428473648,-3.4837350062273535,,2002.1978097193703,-4.112700370514454
2001.7871321013006,-3.6030373436165206,,2002.2114989733059,-4.217281913492062
2001.8008213552362,-3.7260390086026645,,2002.2251882272417,-4.515634492283736
2001.8145106091717,-3.8100598482403347,,2002.2388774811773,-4.792993208073363
2001.8281998631076,-3.8461622950171144,,2002.2525667351129,-5.265419106715011
2001.8418891170431,-3.9279571588607713,,2002.2662559890487,-5.379782508936501
2001.8555783709787,-4.110086317697155,,2002.2799452429842,-5.367590413976513
2001.8692676249145,-4.256595933716309,,2002.2936344969198,-5.74496620471616
2001.88295687885,-4.389211438420099,,2002.3073237508556,-6.1510899347364205
2001.8966461327857,-4.477666699411058,,2002.3210130047912,-6.7020228974387575
2001.9103353867215,-4.664340429091789,,2002.3347022587268,-7.1906863479364125
2001.924024640657,-5.020227168890478,,2002.3483915126626,-7.356071938544499
2001.9377138945927,-5.347080364484664,,2002.3620807665982,-7.675530638381842
2001.9514031485285,-5.69620823849951,,2002.375770020534,-7.9647560989573485
2001.965092402464,-5.99899326987398,,2002.3894592744696,-7.885462986377733
2001.9787816563996,-6.28513061576722,,2002.4031485284052,-7.722299190143572
2001.9924709103354,-6.514982283122691,,2002.416837782341,-7.152069194328262
2002.006160164271,-6.545285231951775,,2002.4305270362765,-6.474499646360348
2002.0198494182066,-6.2968882291878145,,2002.4442162902121,-6.089162669082574
2002.0335386721424,-5.81131502895838,,2002.457905544148,-5.703172351683427
2002.047227926078,-5.272907423816805,,2002.4715947980835,-5.161962050778457
2002.0609171800138,-4.663549913896724,,2002.485284052019,-4.356988483786131
2002.0746064339494,-4.0618241723840685,,2002.498973305955,-3.4103623368025726
2002.088295687885,-3.5559550823146937,,2002.5126625598905,-2.7056357799978903
2002.1019849418208,-3.0293993435038242,,2002.526351813826,-1.8185925803243903
2002.1156741957564,-2.542703199000355,,2002.5400410677619,-0.9941941189257135
2002.129363449692,-2.0840829833359704,,2002.5537303216975,-0.8235268689492785
2002.1430527036277,-1.804191565625224,,2002.567419575633,-1.0130583856193467
2002.1567419575633,-1.587513958825331,,2002.5811088295688,-1.2538934518214229
2002.170431211499,-1.3572983380311023,,2002.5947980835044,-1.552568171325639
2002.1841204654347,-1.1901646528292038,,2002.60848733744,-1.7926121236713106
2002.1978097193703,-1.1332215024605035,,2002.6221765913758,-2.3191856507734476
2002.2114989733059,-1.352428653064565,,2002.6358658453114,-2.723714780686806
2002.2251882272417,-1.6285596540383975,,2002.649555099247,-3.1977540533454234
2002.2388774811773,-2.0554875404605797,,2002.6632443531828,-3.725307594525055
2002.2525667351129,-2.5380175950554267,,2002.6769336071184,-3.73668503152646
2002.2662559890487,-2.824482067189656,,2002.6906228610542,-4.25466125441936
2002.2799452429842,-3.005808715123488,,2002.7043121149898,-5.463709135582475
2002.2936344969198,-3.1692785191405437,,2002.7180013689253,-6.379228278390576
2002.3073237508556,-3.3383424349415383,,2002.7316906228612,-7.024462208428768
2002.3210130047912,-3.472545267381087,,2002.7453798767967,-7.376642682760204
2002.3347022587268,-3.638935851476082,,2002.7590691307323,-7.320822971382073
2002.3483915126626,-3.8526345259911565,,2002.7727583846681,-7.411400518657576
2002.3620807665982,-4.0818003012310795,,2002.7864476386037,-7.333637164690627
2002.375770020534,-4.293185172447197,,2002.8001368925393,-7.019023633467248
2002.3894592744696,-4.179455652403269,,2002.813826146475,-6.891411966552223
2002.4031485284052,-3.8629018809849858,,2002.8275154004107,-6.390070381424149
2002.416837782341,-3.3638313170355185,,2002.8412046543463,-6.223507353598375
2002.4305270362765,-2.772484437418439,,2002.854893908282,-6.500219407364365
2002.4442162902121,-2.2159574754086404,,2002.8685831622176,-6.213286305344846
2002.457905544148,-1.5918411151229785,,2002.8822724161532,-5.578814206813588
2002.4715947980835,-0.8984249159774647,,2002.895961670089,-4.997458073961683
2002.485284052019,-0.11014402984235001,,2002.9096509240246,-4.062100684358004
2002.498973305955,0.7759248576749322,,2002.9233401779602,-3.4903680589120714
2002.5126625598905,1.670302567624153,,2002.937029431896,-3.282859180631166
2002.526351813826,2.411873252311296,,2002.9507186858316,-2.9690990952047773
2002.5400410677619,2.871322492736014,,2002.9644079397672,-2.9249660590606577
2002.5537303216975,3.1786217238412893,,2002.978097193703,-2.851671024872899
2002.567419575633,3.3256304979491698,,2002.9917864476386,-2.6510080587051603
2002.5811088295688,3.4251537347896783,,2003.0876112251883,-3.367216414423563
2002.5947980835044,3.5713394004208676,,2003.101300479124,-3.7756962398329863
2002.60848733744,3.6124888123075434,,2003.1149897330595,-4.443840129530379
2002.6221765913758,3.447495187123082,,2003.1286789869953,-4.453766825478446
2002.6358658453114,3.0936448490761563,,2003.1423682409309,-4.703245876148494
2002.649555099247,2.579720762034103,,2003.1560574948664,-5.032517792480234
2002.6632443531828,1.9772485230885186,,2003.1697467488023,-5.1079651241531785
2002.6769336071184,1.3328040683241724,,2003.1834360027378,-5.757326731922214
2002.6906228610542,0.5892636100932612,,2003.1971252566734,-6.253268757866465
2002.7043121149898,-0.12347475417495479,,2003.2108145106092,-6.180869106510348
2002.7180013689253,-0.5806960607641247,,2003.2245037645448,-6.263749720659375
2002.7316906228612,-1.0439997500590112,,2003.2381930184804,-6.379450164444091
2002.7453798767967,-1.4541727696130309,,2003.2518822724162,-6.220952101442975
2002.7590691307323,-1.8857138461562928,,2003.2655715263518,-6.504355049503564
2002.7727583846681,-2.2522401616714647,,2003.2792607802876,-5.730396183873581
2002.7864476386037,-2.4563174491603483,,2003.2929500342232,-4.722891644426628
2002.8001368925393,-2.5535895560185358,,2003.3066392881587,-4.267176855963692
